timestamp,nav,cash,gross_exposure,net_exposure,leverage,daily_pnl,drawdown
1636588800000000000,917114,776832,140283,140283,0.152961,126.499,0.091969
1636675200000000000,918523,776832,141691,141691,0.15426,1408.3,0.0905746
1636761600000000000,918075,738666,179409,179409,0.195419,-448,0.0910182
1636848000000000000,917505,738666,178840,178840,0.194919,-569.638,0.0915822
1636934400000000000,916278,776780,139499,139499,0.152245,-1226.92,0.0927969
1637020800000000000,916777,776780,139997,139997,0.152706,498.769,0.0923031
1637107200000000000,916258,776780,139479,139479,0.152226,-518.59,0.0928166
1637193600000000000,914250,776780,137471,137471,0.150364,-2008.05,0.0948047
1637280000000000000,915995,776780,139215,139215,0.151983,1744.6,0.0930774
1637366400000000000,916237,776780,139457,139457,0.152206,241.834,0.092838
1637452800000000000,915975,776780,139195,139195,0.151964,-262.216,0.0930976
1637539200000000000,915521,776780,138741,138741,0.151543,-453.98,0.0935471
1637625600000000000,914924,776780,138145,138145,0.15099,-596.225,0.0941374
1637712000000000000,914332,776780,137552,137552,0.15044,-592.715,0.0947242
1637798400000000000,915221,776780,138441,138441,0.151265,889.009,0.093844
1637884800000000000,915082,776780,138303,138303,0.151137,-138.289,0.093981
1637971200000000000,910006,776780,133226,133226,0.146402,-5076.24,0.0990069
1638057600000000000,911910,848319,63591.2,63591.2,0.069734,1903.63,0.0971221
1638144000000000000,911895,848319,63576.3,63576.3,0.0697189,-14.829,0.0971368
1638230400000000000,909798,848319,61479.9,61479.9,0.0675753,-2096.47,0.0992125
1638316800000000000,909508,805907,103601,103601,0.113909,-290.707,0.0995004
1638403200000000000,909464,805907,103557,103557,0.113866,-44.1425,0.0995441
1638489600000000000,913005,805907,107098,107098,0.117303,3541.27,0.0960379
1638576000000000000,911871,805907,105964,105964,0.116205,-1134.13,0.0971608
1638662400000000000,917522,805907,111616,111616,0.121649,5651.66,0.0915651
1638748800000000000,916973,805907,111066,111066,0.121123,-549.605,0.0921092
1638835200000000000,916896,805907,110989,110989,0.121049,-76.7585,0.0921852
1638921600000000000,917523,805907,111616,111616,0.12165,626.952,0.0915645
1639008000000000000,918327,805907,112420,112420,0.122419,804.063,0.0907684
1639094400000000000,917566,805907,111659,111659,0.121691,-761.305,0.0915222
